model,family,metric_name,block,reading_bin,reading_phase,raw_spearman_rho,length_controlled_spearman_rho,n_programs,status
GLM-4.7-Flash,Residual integration,residual_integration,0,7,middle,0.3269794721407624,0.221041055718475,32,available
GLM-4.7-Flash,Residual integration,residual_integration,0,8,late,0.187316715542522,0.0766129032258064,32,available
GLM-4.7-Flash,Residual integration,residual_integration,0,9,late,0.2569648093841642,0.1557917888563049,32,available
GLM-4.7-Flash,Residual integration,residual_integration,0,10,late,0.3335777126099706,0.2492668621700879,32,available
GLM-4.7-Flash,Residual integration,residual_integration,0,11,late,0.3031524926686216,0.2375366568914955,32,available
GLM-4.7-Flash,Residual integration,residual_integration,1,0,early,0.1741202346041055,0.1862170087976539,32,available
GLM-4.7-Flash,Residual integration,residual_integration,1,1,early,-0.0249266862170087,0.1077712609970674,32,available
GLM-4.7-Flash,Residual integration,residual_integration,1,2,early,0.1917155425219941,0.2580645161290322,32,available
GLM-4.7-Flash,Residual integration,residual_integration,1,3,early,0.188049853372434,0.346041055718475,32,available
GLM-4.7-Flash,Residual integration,residual_integration,1,4,middle,0.2052785923753665,0.3544721407624633,32,available
GLM-4.7-Flash,Residual integration,residual_integration,1,5,middle,0.1118035190615835,0.2327712609970674,32,available
GLM-4.7-Flash,Residual integration,residual_integration,1,6,middle,0.0843108504398826,0.0912756598240469,32,available
GLM-4.7-Flash,Residual integration,residual_integration,1,7,middle,0.2796920821114369,0.3588709677419354,32,available
GLM-4.7-Flash,Residual integration,residual_integration,1,8,late,0.3607038123167155,0.5157624633431084,32,available
GLM-4.7-Flash,Residual integration,residual_integration,1,9,late,0.1392961876832844,0.2368035190615835,32,available
GLM-4.7-Flash,Residual integration,residual_integration,1,10,late,0.3251466275659824,0.5186950146627566,32,available
GLM-4.7-Flash,Residual integration,residual_integration,1,11,late,0.1180351906158357,0.1986803519061583,32,available
GLM-4.7-Flash,Residual integration,residual_integration,2,0,early,-0.0546187683284457,-0.0417888563049853,32,available
GLM-4.7-Flash,Residual integration,residual_integration,2,1,early,-0.2338709677419354,-0.1341642228739002,32,available
GLM-4.7-Flash,Residual integration,residual_integration,2,2,early,-0.2049120234604105,-0.0219941348973607,32,available
GLM-4.7-Flash,Residual integration,residual_integration,2,3,early,-0.2331378299120234,-0.0890762463343108,32,available
GLM-4.7-Flash,Residual integration,residual_integration,2,4,middle,-0.125733137829912,-0.0282258064516129,32,available
GLM-4.7-Flash,Residual integration,residual_integration,2,5,middle,-0.1638563049853372,-0.064882697947214,32,available
GLM-4.7-Flash,Residual integration,residual_integration,2,6,middle,-0.0769794721407624,0.0564516129032258,32,available
GLM-4.7-Flash,Residual integration,residual_integration,2,7,middle,-0.1653225806451612,-0.1176686217008797,32,available
GLM-4.7-Flash,Residual integration,residual_integration,2,8,late,-0.1374633431085043,-0.1191348973607038,32,available
GLM-4.7-Flash,Residual integration,residual_integration,2,9,late,-0.1693548387096774,-0.0762463343108504,32,available
GLM-4.7-Flash,Residual integration,residual_integration,2,10,late,-0.313782991202346,-0.1162023460410556,32,available
GLM-4.7-Flash,Residual integration,residual_integration,2,11,late,-0.1968475073313782,-0.1198680351906158,32,available
GLM-4.7-Flash,Residual integration,residual_integration,3,0,early,0.0208944281524926,0.2371700879765395,32,available
GLM-4.7-Flash,Residual integration,residual_integration,3,1,early,-0.2734604105571847,-0.002565982404692,32,available
GLM-4.7-Flash,Residual integration,residual_integration,3,2,early,-0.12683284457478,0.0282258064516129,32,available
GLM-4.7-Flash,Residual integration,residual_integration,3,3,early,-0.1920821114369501,0.0425219941348973,32,available
GLM-4.7-Flash,Residual integration,residual_integration,3,4,middle,-0.0502199413489736,0.19024926686217,32,available
GLM-4.7-Flash,Residual integration,residual_integration,3,5,middle,-0.1330645161290322,0.1015395894428152,32,available
GLM-4.7-Flash,Residual integration,residual_integration,3,6,middle,-0.0080645161290322,0.158357771260997,32,available
GLM-4.7-Flash,Residual integration,residual_integration,3,7,middle,-0.0135630498533724,0.1491935483870967,32,available
GLM-4.7-Flash,Residual integration,residual_integration,3,8,late,-0.0414222873900293,0.1645894428152492,32,available
GLM-4.7-Flash,Residual integration,residual_integration,3,9,late,0.0091642228739002,0.1917155425219941,32,available
GLM-4.7-Flash,Residual integration,residual_integration,3,10,late,0.0084310850439882,0.282991202346041,32,available
GLM-4.7-Flash,Residual integration,residual_integration,3,11,late,-0.1019061583577712,0.1041055718475073,32,available
GLM-4.7-Flash,Residual integration,residual_integration,4,0,early,0.0091642228739002,0.1381964809384163,32,available
GLM-4.7-Flash,Residual integration,residual_integration,4,1,early,-0.2302052785923753,-0.1345307917888563,32,available
GLM-4.7-Flash,Residual integration,residual_integration,4,2,early,-0.2459677419354838,-0.1565249266862169,32,available
GLM-4.7-Flash,Residual integration,residual_integration,4,3,early,-0.25183284457478,-0.1664222873900293,32,available
GLM-4.7-Flash,Residual integration,residual_integration,4,4,middle,-0.2859237536656891,-0.2302052785923753,32,available
GLM-4.7-Flash,Residual integration,residual_integration,4,5,middle,-0.1480938416422287,-0.0432551319648093,32,available
GLM-4.7-Flash,Residual integration,residual_integration,4,6,middle,-0.125733137829912,-0.0157624633431085,32,available
GLM-4.7-Flash,Residual integration,residual_integration,4,7,middle,-0.1796187683284457,-0.094941348973607,32,available
GLM-4.7-Flash,Residual integration,residual_integration,4,8,late,-0.157258064516129,-0.0084310850439882,32,available
GLM-4.7-Flash,Residual integration,residual_integration,4,9,late,-0.0414222873900293,0.0535190615835777,32,available
GLM-4.7-Flash,Residual integration,residual_integration,4,10,late,-0.1869501466275659,-0.0615835777126099,32,available
GLM-4.7-Flash,Residual integration,residual_integration,4,11,late,-0.221774193548387,-0.1642228739002932,32,available
GLM-4.7-Flash,Residual integration,residual_integration,5,0,early,-0.031524926686217,0.1627565982404692,32,available
GLM-4.7-Flash,Residual integration,residual_integration,5,1,early,-0.3321114369501466,-0.1418621700879765,32,available
GLM-4.7-Flash,Residual integration,residual_integration,5,2,early,-0.3691348973607038,-0.2437683284457477,32,available
GLM-4.7-Flash,Residual integration,residual_integration,5,3,early,-0.284457478005865,-0.1656891495601173,32,available
GLM-4.7-Flash,Residual integration,residual_integration,5,4,middle,-0.2921554252199413,-0.1348973607038123,32,available
GLM-4.7-Flash,Residual integration,residual_integration,5,5,middle,-0.2569648093841642,-0.1187683284457477,32,available
GLM-4.7-Flash,Residual integration,residual_integration,5,6,middle,-0.3251466275659824,-0.1799853372434017,32,available
GLM-4.7-Flash,Residual integration,residual_integration,5,7,middle,-0.190615835777126,-0.0912756598240469,32,available
GLM-4.7-Flash,Residual integration,residual_integration,5,8,late,-0.1165689149560117,0.0725806451612903,32,available
GLM-4.7-Flash,Residual integration,residual_integration,5,9,late,-0.1469941348973606,0.0285923753665689,32,available
GLM-4.7-Flash,Residual integration,residual_integration,5,10,late,-0.2364369501466275,-0.0036656891495601,32,available
GLM-4.7-Flash,Residual integration,residual_integration,5,11,late,-0.2580645161290322,-0.093841642228739,32,available
GLM-4.7-Flash,Residual integration,residual_integration,6,0,early,-0.000733137829912,0.093841642228739,32,available
GLM-4.7-Flash,Residual integration,residual_integration,6,1,early,-0.0168621700879765,0.1356304985337243,32,available
GLM-4.7-Flash,Residual integration,residual_integration,6,2,early,0.0355571847507331,0.1931818181818181,32,available
GLM-4.7-Flash,Residual integration,residual_integration,6,3,early,-0.0040322580645161,0.1440615835777126,32,available
GLM-4.7-Flash,Residual integration,residual_integration,6,4,middle,0.1059384164222873,0.2756598240469208,32,available
GLM-4.7-Flash,Residual integration,residual_integration,6,5,middle,-0.0923753665689149,0.0920087976539589,32,available
GLM-4.7-Flash,Residual integration,residual_integration,6,6,middle,0.0032991202346041,0.1173020527859237,32,available
GLM-4.7-Flash,Residual integration,residual_integration,6,7,middle,0.0304252199413489,0.1752199413489735,32,available
GLM-4.7-Flash,Residual integration,residual_integration,6,8,late,-0.0674486803519061,0.0865102639296187,32,available
GLM-4.7-Flash,Residual integration,residual_integration,6,9,late,-0.0604838709677419,0.0861436950146627,32,available
GLM-4.7-Flash,Residual integration,residual_integration,6,10,late,-0.0443548387096774,0.1832844574780058,32,available
GLM-4.7-Flash,Residual integration,residual_integration,6,11,late,-0.0469208211143695,0.0758797653958944,32,available
GLM-4.7-Flash,Residual integration,residual_integration,7,0,early,-0.2005131964809384,-0.0223607038123167,32,available
GLM-4.7-Flash,Residual integration,residual_integration,7,1,early,-0.2155425219941348,0.1125366568914955,32,available
GLM-4.7-Flash,Residual integration,residual_integration,7,2,early,-0.1477272727272727,0.0472873900293255,32,available
GLM-4.7-Flash,Residual integration,residual_integration,7,3,early,-0.2730938416422287,-0.0883431085043988,32,available
GLM-4.7-Flash,Residual integration,residual_integration,7,4,middle,-0.2093108504398826,-0.0465542521994134,32,available
GLM-4.7-Flash,Residual integration,residual_integration,7,5,middle,-0.1711876832844574,0.0762463343108504,32,available
GLM-4.7-Flash,Residual integration,residual_integration,7,6,middle,-0.1664222873900293,0.0304252199413489,32,available
GLM-4.7-Flash,Residual integration,residual_integration,7,7,middle,-0.1030058651026392,0.0307917888563049,32,available
GLM-4.7-Flash,Residual integration,residual_integration,7,8,late,0.0282258064516129,0.2470674486803519,32,available
GLM-4.7-Flash,Residual integration,residual_integration,7,9,late,-0.0766129032258064,0.1158357771260997,32,available
GLM-4.7-Flash,Residual integration,residual_integration,7,10,late,-0.0887096774193548,0.2104105571847507,32,available
GLM-4.7-Flash,Residual integration,residual_integration,7,11,late,-0.0139296187683284,0.2126099706744868,32,available
GLM-4.7-Flash,Residual integration,residual_integration,8,0,early,0.0865102639296187,0.127565982404692,32,available
GLM-4.7-Flash,Residual integration,residual_integration,8,1,early,-0.0667155425219941,-0.1151026392961876,32,available
GLM-4.7-Flash,Residual integration,residual_integration,8,2,early,-0.1198680351906158,-0.0549853372434017,32,available
GLM-4.7-Flash,Residual integration,residual_integration,8,3,early,-0.0392228739002932,-0.0311583577712609,32,available
GLM-4.7-Flash,Residual integration,residual_integration,8,4,middle,-0.2467008797653959,-0.2782258064516129,32,available
GLM-4.7-Flash,Residual integration,residual_integration,8,5,middle,0.0483870967741935,0.0219941348973607,32,available
GLM-4.7-Flash,Residual integration,residual_integration,8,6,middle,-0.0113636363636363,0.0480205278592375,32,available
GLM-4.7-Flash,Residual integration,residual_integration,8,7,middle,-0.0920087976539589,-0.0850439882697947,32,available
GLM-4.7-Flash,Residual integration,residual_integration,8,8,late,-0.1004398826979472,-0.0553519061583577,32,available
GLM-4.7-Flash,Residual integration,residual_integration,8,9,late,0.1074046920821114,0.1370967741935483,32,available
GLM-4.7-Flash,Residual integration,residual_integration,8,10,late,-0.0505865102639296,-0.033357771260997,32,available
GLM-4.7-Flash,Residual integration,residual_integration,8,11,late,-0.0982404692082111,-0.0667155425219941,32,available
GLM-4.7-Flash,Residual integration,residual_integration,9,0,early,0.002932551319648,0.1678885630498533,32,available
GLM-4.7-Flash,Residual integration,residual_integration,9,1,early,-0.0472873900293255,0.1715542521994134,32,available
GLM-4.7-Flash,Residual integration,residual_integration,9,2,early,0.0252932551319648,0.2910557184750733,32,available
GLM-4.7-Flash,Residual integration,residual_integration,9,3,early,0.0799120234604105,0.3255131964809384,32,available
GLM-4.7-Flash,Residual integration,residual_integration,9,4,middle,-0.1103372434017595,0.0230938416422287,32,available
GLM-4.7-Flash,Residual integration,residual_integration,9,5,middle,0.0920087976539589,0.31524926686217,32,available
GLM-4.7-Flash,Residual integration,residual_integration,9,6,middle,0.0150293255131964,0.2019794721407624,32,available
GLM-4.7-Flash,Residual integration,residual_integration,9,7,middle,-0.0271260997067448,0.0531524926686217,32,available
GLM-4.7-Flash,Residual integration,residual_integration,9,8,late,0.0395894428152492,0.1462609970674486,32,available
GLM-4.7-Flash,Residual integration,residual_integration,9,9,late,0.1235337243401759,0.3244134897360703,32,available
GLM-4.7-Flash,Residual integration,residual_integration,9,10,late,-0.0201612903225806,0.222140762463343,32,available
GLM-4.7-Flash,Residual integration,residual_integration,9,11,late,0.1389296187683284,0.348607038123167,32,available
GLM-4.7-Flash,Residual integration,residual_integration,10,0,early,0.1770527859237536,0.2485337243401759,32,available
GLM-4.7-Flash,Residual integration,residual_integration,10,1,early,0.1726539589442815,0.4299853372434017,32,available
GLM-4.7-Flash,Residual integration,residual_integration,10,2,early,0.1843841642228739,0.3826979472140762,32,available
GLM-4.7-Flash,Residual integration,residual_integration,10,3,early,0.0487536656891495,0.2540322580645161,32,available
GLM-4.7-Flash,Residual integration,residual_integration,10,4,middle,0.1469941348973606,0.2848240469208211,32,available
GLM-4.7-Flash,Residual integration,residual_integration,10,5,middle,0.1004398826979472,0.3966275659824046,32,available
GLM-4.7-Flash,Residual integration,residual_integration,10,6,middle,0.1752199413489735,0.314149560117302,32,available
GLM-4.7-Flash,Residual integration,residual_integration,10,7,middle,0.1517595307917888,0.2690615835777126,32,available
GLM-4.7-Flash,Residual integration,residual_integration,10,8,late,0.1964809384164222,0.3291788856304985,32,available
GLM-4.7-Flash,Residual integration,residual_integration,10,9,late,0.2071114369501466,0.3607038123167155,32,available
GLM-4.7-Flash,Residual integration,residual_integration,10,10,late,0.0656158357771261,0.348607038123167,32,available
