model,family,metric_name,block,reading_bin,reading_phase,raw_spearman_rho,length_controlled_spearman_rho,n_programs,status
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,15,10,late,-0.1565249266862169,0.1392961876832844,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,15,11,late,0.0392228739002932,0.2386363636363636,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,16,0,early,-0.1466275659824046,-0.0395894428152492,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,16,1,early,-0.1715542521994134,0.0982404692082111,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,16,2,early,-0.0909090909090909,0.1011730205278592,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,16,3,early,-0.2122434017595307,-0.0212609970674486,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,16,4,middle,-0.1605571847507331,-0.031891495601173,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,16,5,middle,-0.1015395894428152,0.0568181818181818,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,16,6,middle,-0.0828445747800586,0.0674486803519061,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,16,7,middle,-0.0788123167155425,0.1169354838709677,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,16,8,late,-0.0289589442815249,0.1433284457478005,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,16,9,late,-0.0700146627565982,0.1092375366568914,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,16,10,late,-0.251466275659824,-0.0069648093841642,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,16,11,late,-0.1499266862170088,-0.0065982404692082,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,17,0,early,-0.1081378299120234,-0.1477272727272727,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,17,1,early,-0.0179618768328445,0.1374633431085043,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,17,2,early,0.0256598240469208,0.1920821114369501,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,17,3,early,-0.0707478005865102,0.0219941348973607,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,17,4,middle,-0.0157624633431085,0.0432551319648093,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,17,5,middle,-0.0443548387096774,0.0718475073313782,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,17,6,middle,-0.0194281524926686,0.0366568914956011,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,17,7,middle,0.0612170087976539,0.1385630498533724,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,17,8,late,0.1162023460410556,0.1832844574780058,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,17,9,late,-0.0069648093841642,0.1033724340175953,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,17,10,late,-0.0890762463343108,0.1052052785923753,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,17,11,late,0.0575513196480938,0.12683284457478,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,18,0,early,-0.0692815249266862,-0.0612170087976539,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,18,1,early,0.0835777126099706,0.2639296187683284,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,18,2,early,0.0381231671554252,0.1510263929618768,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,18,3,early,0.0043988269794721,0.0733137829912023,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,18,4,middle,0.1081378299120234,0.1649560117302052,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,18,5,middle,-0.0186950146627565,0.1088709677419354,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,18,6,middle,0.0839442815249266,0.1491935483870967,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,18,7,middle,0.1535923753665689,0.3123167155425219,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,18,8,late,0.1235337243401759,0.2294721407624632,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,18,9,late,0.1052052785923753,0.2096774193548386,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,18,10,late,-0.0909090909090909,0.0784457478005865,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,18,11,late,0.0729472140762463,0.1396627565982404,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,19,0,early,-0.0557184750733137,-0.0879765395894428,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,19,1,early,0.1334310850439882,0.2705278592375366,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,19,2,early,0.2459677419354838,0.347507331378299,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,19,3,early,0.1220674486803519,0.1854838709677419,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,19,4,middle,0.1700879765395894,0.2386363636363636,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,19,5,middle,0.1125366568914955,0.2397360703812316,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,19,6,middle,0.1184017595307917,0.1653225806451612,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,19,7,middle,0.2170087976539589,0.3376099706744868,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,19,8,late,0.2507331378299119,0.3339442815249266,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,19,9,late,0.1748533724340175,0.2573313782991202,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,19,10,late,0.064516129032258,0.2052785923753665,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,19,11,late,0.1990469208211143,0.2133431085043988,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,20,0,early,-0.06341642228739,-0.0780791788856304,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,20,1,early,0.1059384164222873,0.282258064516129,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,20,2,early,0.19024926686217,0.3079178885630498,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,20,3,early,0.1132697947214076,0.221041055718475,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,20,4,middle,0.1359970674486803,0.222140762463343,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,20,5,middle,0.0729472140762463,0.219208211143695,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,20,6,middle,0.1326979472140762,0.2012463343108504,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,20,7,middle,0.2269061583577712,0.3394428152492668,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,20,8,late,0.189149560117302,0.3262463343108503,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,20,9,late,0.125,0.2507331378299119,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,20,10,late,-0.0036656891495601,0.2052785923753665,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,20,11,late,0.2089442815249266,0.3031524926686216,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,21,0,early,-0.128299120234604,-0.1484604105571847,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,21,1,early,0.0384897360703812,0.3009530791788856,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,21,2,early,0.2118768328445747,0.37866568914956,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,21,3,early,0.0131964809384164,0.1422287390029325,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,21,4,middle,0.1081378299120234,0.2144428152492668,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,21,5,middle,0.0465542521994134,0.2401026392961876,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,21,6,middle,0.094208211143695,0.1983137829912023,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,21,7,middle,0.1458944281524926,0.2554985337243401,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,21,8,late,0.1821847507331378,0.31341642228739,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,21,9,late,0.1154692082111436,0.2661290322580645,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,21,10,late,-0.0069648093841642,0.2478005865102638,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,21,11,late,0.1975806451612903,0.3247800586510263,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,22,0,early,0.0835777126099706,0.0120967741935483,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,22,1,early,0.2998533724340176,0.3112170087976539,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,22,2,early,0.4318181818181817,0.4395161290322581,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,22,3,early,0.3049853372434017,0.2778592375366568,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,22,4,middle,0.374633431085044,0.3229472140762462,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,22,5,middle,0.3636363636363636,0.3423753665689149,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,22,6,middle,0.2903225806451612,0.2565982404692081,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,22,7,middle,0.3618035190615835,0.4178885630498533,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,22,8,late,0.3321114369501466,0.3889296187683284,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,22,9,late,0.2683284457478005,0.2884897360703812,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,22,10,late,0.2049120234604105,0.2467008797653959,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,22,11,late,0.3607038123167155,0.315982404692082,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,23,0,early,-0.0293255131964809,-0.0685483870967741,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,23,1,early,0.1473607038123167,0.2756598240469208,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,23,2,early,0.2804252199413489,0.3680351906158357,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,23,3,early,0.1433284457478005,0.251099706744868,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,23,4,middle,0.2063782991202346,0.2661290322580645,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,23,5,middle,0.1722873900293255,0.2386363636363636,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,23,6,middle,0.1858504398826979,0.2005131964809384,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,23,7,middle,0.2573313782991202,0.3709677419354838,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,23,8,late,0.2664956011730205,0.4046920821114368,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,23,9,late,0.1986803519061583,0.2752932551319648,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,23,10,late,0.0538856304985337,0.2371700879765395,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,23,11,late,0.2917888563049853,0.3101173020527858,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,24,0,early,0.0263929618768328,-0.0047653958944281,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,24,1,early,0.2584310850439882,0.4340175953079178,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,24,2,early,0.2111436950146627,0.3266129032258064,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,24,3,early,0.2107771260997067,0.3174486803519061,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,24,4,middle,0.187683284457478,0.2646627565982404,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,24,5,middle,0.125,0.2151759530791788,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,24,6,middle,0.1836510263929618,0.2613636363636363,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,24,7,middle,0.2540322580645161,0.3640029325513196,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,24,8,late,0.2866568914956011,0.4428152492668622,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,24,9,late,0.2071114369501466,0.3024193548387097,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,24,10,late,0.1235337243401759,0.3324780058651026,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,24,11,late,0.2683284457478005,0.3174486803519061,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,25,0,early,-0.0388563049853372,-0.0898093841642228,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,25,1,early,0.1074046920821114,0.2932551319648093,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,25,2,early,0.2272727272727272,0.3544721407624633,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,25,3,early,0.0733137829912023,0.1979472140762463,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,25,4,middle,0.1748533724340175,0.2613636363636363,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,25,5,middle,0.1180351906158357,0.2708944281524926,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,25,6,middle,0.1983137829912023,0.2437683284457477,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,25,7,middle,0.2459677419354838,0.3376099706744868,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,25,8,late,0.3247800586510263,0.4761730205278592,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,25,9,late,0.1616568914956011,0.2741935483870967,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,25,10,late,0.0535190615835777,0.2921554252199413,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,25,11,late,0.2360703812316715,0.2807917888563049,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,26,0,early,0.0623167155425219,0.0659824046920821,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,26,1,early,0.2166422287390029,0.4189882697947213,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,26,2,early,0.2851906158357771,0.4589442815249265,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,26,3,early,0.2023460410557184,0.3863636363636363,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,26,4,middle,0.2873900293255131,0.3684017595307918,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,26,5,middle,0.1990469208211143,0.3284457478005865,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,26,6,middle,0.3046187683284457,0.377199413489736,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,26,7,middle,0.3269794721407624,0.4820381231671554,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,26,8,late,0.3236803519061583,0.5161290322580645,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,26,9,late,0.2415689149560117,0.3709677419354838,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,26,10,late,0.1107038123167155,0.345674486803519,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,26,11,late,0.3024193548387097,0.37866568914956,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,27,0,early,0.1704545454545454,0.0883431085043988,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,27,1,early,0.3673020527859237,0.4446480938416421,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,27,2,early,0.4362170087976539,0.4860703812316715,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,27,3,early,0.2906891495601172,0.344941348973607,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,27,4,middle,0.3504398826979471,0.3401759530791788,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,27,5,middle,0.2771260997067448,0.3178152492668621,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,27,6,middle,0.3724340175953079,0.3588709677419354,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,27,7,middle,0.4138563049853372,0.4879032258064516,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,27,8,late,0.4175219941348973,0.4739736070381231,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,27,9,late,0.3592375366568914,0.3900293255131964,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,27,10,late,0.2148093841642228,0.315615835777126,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,27,11,late,0.4347507331378298,0.3874633431085043,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,28,0,early,0.2041788856304985,0.1367302052785923,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,28,1,early,0.3687683284457478,0.4732404692082111,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,28,2,early,0.4266862170087976,0.5025659824046921,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,28,3,early,0.316348973607038,0.4013929618768328,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,28,4,middle,0.3815982404692081,0.3885630498533724,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,28,5,middle,0.3354105571847507,0.3889296187683284,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,28,6,middle,0.4288856304985337,0.4281524926686216,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,28,7,middle,0.4200879765395894,0.4732404692082111,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,28,8,late,0.4585777126099705,0.5384897360703812,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,28,9,late,0.406891495601173,0.4728739002932551,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,28,10,late,0.2415689149560117,0.3936950146627565,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,28,11,late,0.4149560117302052,0.440615835777126,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,29,0,early,0.127565982404692,0.0428885630498533,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,29,1,early,0.2283724340175953,0.2906891495601172,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,29,2,early,0.31341642228739,0.3416422287390029,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,29,3,early,0.2738269794721407,0.3020527859237536,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,29,4,middle,0.2719941348973607,0.1763196480938416,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,29,5,middle,0.219941348973607,0.2423020527859237,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,29,6,middle,0.3214809384164222,0.2899560117302052,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,29,7,middle,0.3889296187683284,0.4101906158357771,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,29,8,late,0.3511730205278592,0.4182551319648093,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,29,9,late,0.3119501466275659,0.3284457478005865,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,29,10,late,0.1620234604105571,0.2628299120234604,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,29,11,late,0.3621700879765395,0.3071847507331378,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,30,0,early,0.0828445747800586,-0.0971407624633431,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,30,1,early,0.2664956011730205,0.2071114369501466,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,30,2,early,0.3354105571847507,0.3123167155425219,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,30,3,early,0.25183284457478,0.2129765395894428,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,30,4,middle,0.2459677419354838,0.1143695014662756,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,30,5,middle,0.2364369501466275,0.1407624633431085,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,30,6,middle,0.3031524926686216,0.1869501466275659,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,30,7,middle,0.3731671554252199,0.3427419354838709,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,30,8,late,0.3401759530791788,0.3376099706744868,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,30,9,late,0.3126832844574779,0.25183284457478,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,30,10,late,0.1488269794721407,0.1689882697947214,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,30,11,late,0.3317448680351906,0.2291055718475072,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,31,0,early,0.18841642228739,0.1693548387096774,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,31,1,early,0.2987536656891495,0.3724340175953079,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,31,2,early,0.43841642228739,0.4369501466275659,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,31,3,early,0.406524926686217,0.4417155425219941,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,31,4,middle,0.3724340175953079,0.3068181818181817,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,31,5,middle,0.3189149560117301,0.3947947214076246,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,31,6,middle,0.3629032258064515,0.3478739002932551,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,31,7,middle,0.5087976539589443,0.5417888563049853,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,31,8,late,0.4050586510263929,0.4816715542521994,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,31,9,late,0.3739002932551319,0.406524926686217,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,31,10,late,0.2415689149560117,0.3412756598240469,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,31,11,late,0.4527126099706744,0.4105571847507331,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,32,0,early,0.187316715542522,0.126466275659824,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,32,1,early,0.3350439882697947,0.4186217008797653,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,32,2,early,0.4831378299120234,0.5087976539589443,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,32,3,early,0.3914956011730205,0.4582111436950145,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,32,4,middle,0.4945014662756597,0.4864369501466275,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,32,5,middle,0.3537390029325513,0.3519061583577712,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,32,6,middle,0.4200879765395894,0.4167888563049853,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,32,7,middle,0.4772727272727272,0.5098973607038122,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,32,8,late,0.5091642228739003,0.5689149560117301,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,32,9,late,0.409457478005865,0.43658357771261,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,32,10,late,0.2932551319648093,0.3830645161290322,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,32,11,late,0.4611436950146627,0.4131231671554252,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,33,0,early,0.0931085043988269,0.0483870967741935,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,33,1,early,0.1678885630498533,0.2474340175953078,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,33,2,early,0.2159090909090908,0.188049853372434,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,33,3,early,0.2672287390029325,0.2796920821114369,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,33,4,middle,0.2708944281524926,0.1840175953079178,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,33,5,middle,0.1667888563049853,0.095307917888563,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,33,6,middle,0.221774193548387,0.1719208211143695,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,33,7,middle,0.3412756598240469,0.3420087976539589,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,33,8,late,0.313782991202346,0.3537390029325513,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,33,9,late,0.2489002932551319,0.2741935483870967,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,33,10,late,0.1367302052785923,0.2228739002932551,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,33,11,late,0.2778592375366568,0.2470674486803519,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,34,0,early,-0.0054985337243401,-0.0575513196480938,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,34,1,early,0.1004398826979472,0.2030791788856304,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,34,2,early,0.1297653958944281,0.2118768328445747,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,34,3,early,0.1609237536656891,0.2250733137829911,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,34,4,middle,0.1403958944281524,0.1392961876832844,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,34,5,middle,0.1059384164222873,0.1125366568914955,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,34,6,middle,0.1645894428152492,0.1550586510263929,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,34,7,middle,0.2005131964809384,0.2620967741935484,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,34,8,late,0.2371700879765395,0.3211143695014662,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,34,9,late,0.1356304985337243,0.1869501466275659,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,34,10,late,0.0201612903225806,0.156891495601173,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,34,11,late,0.1836510263929618,0.2082111436950146,32,available
GLM-4.7-Flash,Expert-choice confidence,expert_choice_confidence,35,0,early,0.0667155425219941,0.0293255131964809,32,available
